review_priority,legacy_id,name,library,modality,primary_joint,secondary_joints,pattern,contraindications,legacy_contraindicated_if,canonical_exercise_id,review_status,reviewer,reviewed_at,coach_review_notes
P1_verify_existing_tags,lumbar_loaded_car,Lumbar Loaded CAR (Very Light Movement Integration),end_range,Loaded_CAR,lumbar,,,Any lumbar issues | Lumbar CAR not owned unloaded,,,unreviewed,,,
P1_verify_existing_tags,scap_prh_depression,Scapular Depression PRH (Dead Hang Active),end_range,PRH,scapular,,,Acute shoulder pain | Grip strength insufficient for hang duration | Acute wrist issues,,,unreviewed,,,
P1_verify_existing_tags,scap_prlo_depression,Scapular Depression PRLO (Active Pull-Down from Hang),end_range,PRLO,scapular,,,Cannot hold PRH statically | Grip failure before reps completed,,,unreviewed,,,
P1_verify_existing_tags,scap_err_upward_rotation,Scapular ERR (Upward Rotation End Range),end_range,ERR,scapular,,,Shoulder flexion restricted below 150 degrees | Acute shoulder issues,,,unreviewed,,,
P1_verify_existing_tags,scap_loaded_car,Scapular Loaded CAR (Light Band Resistance),end_range,Loaded_CAR,scapular,,,Scap CAR not owned unloaded | Acute shoulder pain,,,unreviewed,,,
P1_verify_existing_tags,scap_hover_retraction,Scapular Retraction Hover (Sustained Y/T/W),end_range,Hover,scapular,,,Cannot PRLO cleanly | Fatigue-related cervical compensation,,,unreviewed,,,
P1_verify_existing_tags,scap_prh_retraction_prone,Scapular Retraction PRH (Prone Y/T/W Holds),end_range,PRH,scapular,,,Acute cervical issues (head position) | Acute rotator cuff issues,,,unreviewed,,,
P1_verify_existing_tags,scap_prlo_retraction,Scapular Retraction PRLO (Prone Active Lift-Off),end_range,PRLO,scapular,,,Cannot maintain prone without cervical flare | Pain during attempted lift,,,unreviewed,,,
P1_verify_existing_tags,shoulder_hover_er,Shoulder ER Hover (Sustained Lift-Off),end_range,Hover,shoulder,,,Cannot PRLO cleanly | Fatigue-related form breakdown during hold,,,unreviewed,,,
P1_verify_existing_tags,shoulder_prh_er_90_abducted,Shoulder ER PRH (90/90 Abducted),end_range,PRH,shoulder,,,Shoulder impingement symptoms in ER | Acute labral flare | Post-surgical rotator cuff within 12 weeks,,,unreviewed,,,
P1_verify_existing_tags,shoulder_prlo_er_abducted,Shoulder ER PRLO (90/90 Lift-Off),end_range,PRLO,shoulder,,,Cannot PRH cleanly | Scapular hike attempting lift | Anterior shoulder pain during lift,,,unreviewed,,,
P1_verify_existing_tags,shoulder_err_er,Shoulder ERR (External Rotation End Range Rotation),end_range,ERR,shoulder,,,Cannot hold end position statically | Pain during rotation at end range,,,unreviewed,,,
P1_verify_existing_tags,shoulder_err_ir,Shoulder ERR (Internal Rotation End Range Rotation),end_range,ERR,shoulder,,,Same as IR PRLO | Pain during small-range rotation,,,unreviewed,,,
P1_verify_existing_tags,shoulder_prh_extension_seated,Shoulder Extension PRH (Seated Reach-Back),end_range,PRH,shoulder,,,Acute shoulder impingement in extension | Wrist pain (from floor-press position) | Recent biceps tendon issues (biceps stretches in this position),,,unreviewed,,,
P1_verify_existing_tags,shoulder_hover_flexion,Shoulder Flexion Hover (Overhead Sustained Lift),end_range,Hover,shoulder,,,Cannot hold lift without compensation for 5+ seconds | Pain during sustained hold,,,unreviewed,,,
P1_verify_existing_tags,shoulder_prh_flexion_wall,Shoulder Flexion PRH (Wall Slide End Position),end_range,PRH,shoulder,,,Acute shoulder pain at overhead position | Cannot reach wall with both elbows without lumbar extension,,,unreviewed,,,
P1_verify_existing_tags,shoulder_prlo_flexion_wall,Shoulder Flexion PRLO (Wall Lift-Off),end_range,PRLO,shoulder,,,Cannot maintain PRH without lumbar compensation | Pain during lift attempt,,,unreviewed,,,
P1_verify_existing_tags,shoulder_prh_ir_quadruped,Shoulder IR PRH (Quadruped Reach-Through),end_range,PRH,shoulder,,,Acute AC joint pain | Recent shoulder surgery | Wrist pain (supporting hand position),,,unreviewed,,,
P1_verify_existing_tags,shoulder_prlo_ir_quadruped,Shoulder IR PRLO (Reach-Through Lift),end_range,PRLO,shoulder,,,Inability to maintain quadruped without trunk compensation | AC joint pain,,,unreviewed,,,
P1_verify_existing_tags,shoulder_loaded_car,Shoulder Loaded CAR (Light Band or 2-5lb),end_range,Loaded_CAR,shoulder,,,Shoulder CARs not yet owned at full range | Any pain during unloaded CARs | Recent shoulder surgery,,,unreviewed,,,
P1_verify_existing_tags,tspine_prh_extension_foam,T-Spine Extension PRH (Foam Roller),end_range,PRH,thoracic,,,Acute thoracic pain | Osteoporosis with risk of compression fracture | Recent spinal injury,,,unreviewed,,,
P1_verify_existing_tags,tspine_prlo_extension,T-Spine Extension PRLO (Prone Press-Up),end_range,PRLO,thoracic,,,Acute lumbar pain (ensure extension comes from T-spine) | Disc flare (extension contraindicated),,,unreviewed,,,
P1_verify_existing_tags,tspine_prh_flexion_child_pose,T-Spine Flexion PRH (Child's Pose Reach),end_range,PRH,thoracic,,,Acute knee pain (kneeling) | Acute lumbar flexion intolerance,,,unreviewed,,,
P1_verify_existing_tags,tspine_prlo_flexion_sink,T-Spine Flexion PRLO (Thread-the-Needle Active),end_range,PRLO,thoracic,,,Neck pain from floor contact | Shoulder pain,,,unreviewed,,,
P1_verify_existing_tags,tspine_loaded_car,T-Spine Loaded CAR (Light Band Resistance),end_range,Loaded_CAR,thoracic,,,Pain during movement | T-spine CARs not owned unloaded,,,unreviewed,,,
P1_verify_existing_tags,tspine_err_rotation,T-Spine Rotation ERR (Slow Small-Range End),end_range,ERR,thoracic,,,Pain,,,unreviewed,,,
P1_verify_existing_tags,tspine_hover_rotation,T-Spine Rotation Hover (Sustained Open),end_range,Hover,thoracic,,,Cannot PRLO | Fatigue compensation,,,unreviewed,,,
P1_verify_existing_tags,tspine_prh_rotation_quadruped,T-Spine Rotation PRH (Quadruped End-Range Hold),end_range,PRH,thoracic,,,Acute thoracic pain | Shoulder pain in the behind-head position,,,unreviewed,,,
P1_verify_existing_tags,tspine_prh_rotation_side_lying,T-Spine Rotation PRH (Side-Lying Open Book),end_range,PRH,thoracic,,,Acute shoulder pain (bottom or top) | Acute thoracic pain,,,unreviewed,,,
P1_verify_existing_tags,tspine_prlo_rotation,T-Spine Rotation PRLO (Quadruped Active Open),end_range,PRLO,thoracic,,,Pain during rotation | Cannot isolate T-spine from lumbar,,,unreviewed,,,
P1_verify_existing_tags,foot_prh_toe_extension,Toe Extension PRH (Downward Dog or Toe-Pulled),end_range,PRH,foot,,,Acute plantar fascia flare | Turf toe,,,unreviewed,,,
P1_verify_existing_tags,foot_prlo_toe_extension,Toe Extension PRLO (Active Big Toe Lift),end_range,PRLO,foot,,,Cramping,,,unreviewed,,,
P1_verify_existing_tags,foot_prh_toe_flexion,Toe Flexion PRH (Curled Toes Hold),end_range,PRH,foot,,,Cramping (reduce intensity),,,unreviewed,,,
P1_verify_existing_tags,foot_prlo_toe_flexion,Toe Flexion PRLO (Active Curl),end_range,PRLO,foot,,,Cramping,,,unreviewed,,,
P1_verify_existing_tags,wrist_err_deviation,Wrist ERR (Radial/Ulnar End-Range),end_range,ERR,wrist,,,Wrist pain,,,unreviewed,,,
P1_verify_existing_tags,wrist_err_flexion_extension,Wrist ERR (Slow End-Range Flex/Extend),end_range,ERR,wrist,,,Any wrist pain during small-range work,,,unreviewed,,,
P1_verify_existing_tags,wrist_hover_extension,Wrist Extension Hover (Sustained Lift),end_range,Hover,wrist,,,Cannot PRLO cleanly | Fingertip pain,,,unreviewed,,,
P1_verify_existing_tags,wrist_prh_extension_floor,Wrist Extension PRH (Reverse Prayer / Floor Palm-Down),end_range,PRH,wrist,,,Acute wrist pain | Carpal tunnel acute flare,,,unreviewed,,,
P1_verify_existing_tags,wrist_prlo_extension,Wrist Extension PRLO (Active Pull-Off),end_range,PRLO,wrist,,,Cannot PRH | Pain on attempted lift,,,unreviewed,,,
P1_verify_existing_tags,wrist_prh_flexion_reverse,Wrist Flexion PRH (Backs of Hands on Floor),end_range,PRH,wrist,,,Wrist flexion pain | Recent wrist surgery,,,unreviewed,,,
P1_verify_existing_tags,wrist_prlo_flexion,Wrist Flexion PRLO (Active Pull-Off),end_range,PRLO,wrist,,,Cannot PRH | Wrist flexion pain,,,unreviewed,,,
P1_verify_existing_tags,wrist_loaded_car,Wrist Loaded CAR (Light Weight),end_range,Loaded_CAR,wrist,,,Wrist CAR not owned unloaded | Any wrist pain,,,unreviewed,,,
P1_verify_existing_tags,wrist_prh_radial_deviation,Wrist Radial Deviation PRH,end_range,PRH,wrist,,,Acute wrist pain,,,unreviewed,,,
P1_verify_existing_tags,wrist_prh_ulnar_deviation,Wrist Ulnar Deviation PRH,end_range,PRH,wrist,,,Acute wrist pain | Ulnar-side wrist pain (TFCC issues),,,unreviewed,,,
P1_verify_existing_tags,ae_rollout,Ab Wheel / Barbell Rollout,external_training,Core,lumbar,shoulder,antiextension,acute_low_back_pain | recent_lumbar_disc_flare,acute_low_back_pain | recent_lumbar_disc_flare,,unreviewed,,,
P1_verify_existing_tags,around_the_world_lunge,Around the World Lunge,external_training,Strength,hip,knee | ankle,lunge,post_surgery_knee | chronic_knee_pain,,,unreviewed,,,
P1_verify_existing_tags,band_assisted_rolldown,Band-Assisted Rolldown,external_training,Mobility,lumbar,thoracic | hamstring,spinal_articulation,acute_disc_issue,,,unreviewed,,,
P1_verify_existing_tags,sq_bb_back_squat,Barbell Back Squat,external_training,Strength,hip,knee | lumbar,squat_axial,acute_low_back_pain | acute_shoulder_pain | wrist_extension_restriction_severe | hip_flexion_restriction_below_90,acute_low_back_pain | acute_shoulder_pain | wrist_extension_restriction_severe | hip_flexion_restriction_below_90,,unreviewed,,,
P1_verify_existing_tags,pushh_bb_bench,Barbell Bench Press,external_training,Strength,shoulder,elbow | scapular,press_horiz,acute_shoulder_pain | labral_flare | wrist_extension_restriction_severe,acute_shoulder_pain | labral_flare | wrist_extension_restriction_severe,,unreviewed,,,
P1_verify_existing_tags,hng_bb_deadlift,Barbell Deadlift,external_training,Strength,hip,lumbar,hinge_axial,acute_low_back_pain | disc_herniation_flare | grip_failure_limits_weight | hip_flexion_restriction_below_100,acute_low_back_pain | disc_herniation_flare | grip_failure_limits_weight | hip_flexion_restriction_below_100,,unreviewed,,,
P1_verify_existing_tags,sq_bb_front_squat,Barbell Front Squat,external_training,Strength,hip,knee | thoracic,squat_axial,acute_shoulder_pain | acute_wrist_pain | thoracic_extension_severe_restriction | hip_flexion_restriction_below_100,acute_shoulder_pain | acute_wrist_pain | thoracic_extension_severe_restriction | hip_flexion_restriction_below_100,,unreviewed,,,
P1_verify_existing_tags,barbell_hip_bridge,Barbell Hip Bridge,external_training,Strength,hip,hamstring | lumbar,hinge_axial,si_joint_sensitivity | no_axial_loading,,,unreviewed,,,
P1_verify_existing_tags,hng_bb_rdl,Barbell RDL (Straight Leg Deadlift),external_training,Strength,hip,hamstring | lumbar,hinge_axial,acute_low_back_pain | grip_failure_limits_weight,acute_low_back_pain | grip_failure_limits_weight,,unreviewed,,,
P1_verify_existing_tags,sq_bw_squat,Bodyweight Squat,external_training,Strength,hip,knee | ankle,squat,acute_knee_pain | acute_hip_pain,acute_knee_pain | acute_hip_pain,,unreviewed,,,
P1_verify_existing_tags,pullv_chinup,Chin-up,external_training,Strength,scapular,shoulder | elbow,pull_vert,acute_elbow_pain | acute_shoulder_pain | grip_failure_limits_volume,acute_elbow_pain | acute_shoulder_pain | grip_failure_limits_volume,,unreviewed,,,
P1_verify_existing_tags,alf_copenhagen_plank,Copenhagen Plank,external_training,Core,hip,lumbar,antilateral,groin_strain_acute | adductor_strain_history_recent,groin_strain_acute | adductor_strain_history_recent,,unreviewed,,,
P1_verify_existing_tags,pushh_db_bench,Dumbbell Bench Press (Single or Double Arm),external_training,Strength,shoulder,elbow | scapular,press_horiz,acute_shoulder_pain | labral_flare,acute_shoulder_pain | labral_flare,,unreviewed,,,
P1_verify_existing_tags,pushh_db_floor_press,Dumbbell Floor Press (Single or Double Arm),external_training,Strength,shoulder,elbow,press_horiz,acute_shoulder_pain,acute_shoulder_pain,,unreviewed,,,
P1_verify_existing_tags,hng_db_rdl,Dumbbell RDL (Straight Leg Deadlift),external_training,Strength,hip,hamstring | lumbar,hinge,acute_low_back_pain | hamstring_strain_acute,acute_low_back_pain | hamstring_strain_acute,,unreviewed,,,
P1_verify_existing_tags,pushv_ffe_ohp,Front Foot Elevated Overhead Press,external_training,Strength,shoulder,hip | thoracic,press_vert,acute_shoulder_pain,acute_shoulder_pain,,unreviewed,,,
P1_verify_existing_tags,sq_goblet,Goblet Squat,external_training,Strength,hip,knee | ankle,squat,acute_knee_pain | acute_wrist_pain,acute_knee_pain | acute_wrist_pain,,unreviewed,,,
P1_verify_existing_tags,pushv_hk_ohp,Half Kneeling Overhead Press,external_training,Strength,shoulder,hip | thoracic,press_vert,acute_shoulder_pain | thoracic_extension_severe_restriction,acute_shoulder_pain | thoracic_extension_severe_restriction,,unreviewed,,,
P1_verify_existing_tags,lm_press_half_kneeling,Half-Kneeling Landmine Press,external_training,Strength,shoulder,hip | scapular,press_vert,acute_shoulder_pain,acute_shoulder_pain,,unreviewed,,,
P1_verify_existing_tags,pullh_inverted_row,Inverted Row,external_training,Strength,scapular,shoulder | elbow,row,acute_shoulder_pain | acute_grip_pain,acute_shoulder_pain | acute_grip_pain,,unreviewed,,,
P1_verify_existing_tags,hng_kb_deadlift,Kettlebell Deadlift,external_training,Strength,hip,lumbar,hinge,acute_low_back_pain,acute_low_back_pain,,unreviewed,,,
P1_verify_existing_tags,cond_kb_swing,Kettlebell Swing,external_training,Conditioning,hip,lumbar,hinge_ballistic,acute_low_back_pain | grip_issues,acute_low_back_pain | grip_issues,,unreviewed,,,
P1_verify_existing_tags,lm_meadows_row,Landmine (Meadows) Row,external_training,Strength,scapular,shoulder | hip,row,acute_low_back_pain | grip_issues,acute_low_back_pain | grip_issues,,unreviewed,,,
P1_verify_existing_tags,lm_deadlift,Landmine Deadlift,external_training,Strength,hip,lumbar,hinge,acute_low_back_pain,acute_low_back_pain,,unreviewed,,,
P1_verify_existing_tags,lm_goblet_squat,Landmine Goblet Squat,external_training,Strength,hip,knee,squat,acute_knee_pain | acute_shoulder_pain,acute_knee_pain | acute_shoulder_pain,,unreviewed,,,
P1_verify_existing_tags,lm_push_press,Landmine Push Press,external_training,Strength,shoulder,hip | knee,press_vert,acute_shoulder_pain | acute_knee_pain,acute_shoulder_pain | acute_knee_pain,,unreviewed,,,
P1_verify_existing_tags,lm_rdl,Landmine RDL,external_training,Strength,hip,hamstring,hinge,acute_low_back_pain,acute_low_back_pain,,unreviewed,,,
P1_verify_existing_tags,lm_reverse_lunge,Landmine Reverse Lunge,external_training,Strength,hip,knee,lunge,acute_knee_pain,acute_knee_pain,,unreviewed,,,
P1_verify_existing_tags,lm_rotation,Landmine Rotation (Rainbow),external_training,Strength,thoracic,hip | shoulder,rotation,acute_low_back_pain | acute_shoulder_pain,acute_low_back_pain | acute_shoulder_pain,,unreviewed,,,
P1_verify_existing_tags,lm_squat_to_press,Landmine Squat-to-Press,external_training,Strength,hip,shoulder | knee,complex,acute_knee_pain | acute_shoulder_pain,acute_knee_pain | acute_shoulder_pain,,unreviewed,,,
P1_verify_existing_tags,lm_tbar_row,Landmine T-Bar Row,external_training,Strength,scapular,shoulder | elbow,row,acute_low_back_pain | grip_issues,acute_low_back_pain | grip_issues,,unreviewed,,,
P1_verify_existing_tags,lateral_lunge,Lateral Lunge,external_training,Strength,hip,knee | ankle,lunge_lateral,chronic_knee_pain,,,unreviewed,,,
P1_verify_existing_tags,hng_kb_hinge,Loaded Kettlebell Hinge,external_training,Strength,hip,lumbar,hinge,acute_low_back_pain,acute_low_back_pain,,unreviewed,,,
P1_verify_existing_tags,car_overhead_carry,Overhead Carry,external_training,Carry,shoulder,lumbar | thoracic,carry_overhead,acute_shoulder_pain | shoulder_flexion_restriction_below_160,acute_shoulder_pain | shoulder_flexion_restriction_below_160,,unreviewed,,,
P1_verify_existing_tags,pullv_pullup,Pull-up (Pronated),external_training,Strength,scapular,shoulder | elbow,pull_vert,acute_shoulder_pain | grip_failure_limits_volume,acute_shoulder_pain | grip_failure_limits_volume,,unreviewed,,,
P1_verify_existing_tags,pushh_pushup,"Pushup (Full, Eccentric, Isometric)",external_training,Strength,shoulder,elbow | scapular,press_horiz,acute_wrist_pain | acute_shoulder_pain,acute_wrist_pain | acute_shoulder_pain,,unreviewed,,,
P1_verify_existing_tags,sq_rfess,Rear Foot Elevated Split Squat,external_training,Strength,hip,knee,squat_split,acute_knee_pain | acute_hip_flexor_strain,acute_knee_pain | acute_hip_flexor_strain,,unreviewed,,,
P1_verify_existing_tags,reverse_crunch_bench,Reverse Crunch on Bench,external_training,Core,lumbar,hip,antiextension,acute_low_back_pain | disc_issue,,,unreviewed,,,
P1_verify_existing_tags,pushv_seated_ohp,Seated Overhead Press (Single or Double Arm),external_training,Strength,shoulder,elbow | thoracic,press_vert,acute_shoulder_pain | thoracic_extension_severe_restriction | shoulder_flexion_restriction_below_150,acute_shoulder_pain | thoracic_extension_severe_restriction | shoulder_flexion_restriction_below_150,,unreviewed,,,
P1_verify_existing_tags,hng_sl_deadlift,Single Leg Deadlift (reaching or kettlebell),external_training,Strength,hip,hamstring,hinge_unilateral,balance_severely_impaired | acute_low_back_pain,balance_severely_impaired | acute_low_back_pain,,unreviewed,,,
P1_verify_existing_tags,hng_sl_rdl,Single Leg RDL (weighted or unweighted),external_training,Strength,hip,hamstring,hinge_unilateral,acute_low_back_pain | balance_severely_impaired,acute_low_back_pain | balance_severely_impaired,,unreviewed,,,
P1_verify_existing_tags,sq_sl_squat,Single Leg Squat (Pistol or Assisted),external_training,Strength,hip,knee | ankle,squat_unilateral,acute_knee_pain | acute_hip_pain | poor_ankle_mobility,acute_knee_pain | acute_hip_pain | poor_ankle_mobility,,unreviewed,,,
P1_verify_existing_tags,slide_mountain_climbers,Slide Board Mountain Climbers,external_training,Conditioning,hip,shoulder | lumbar,core_dynamic,chronic_shoulder_impingement | si_joint_sensitivity,,,unreviewed,,,
P1_verify_existing_tags,slide_plank_saws,Slide Board Plank Saws,external_training,Core,lumbar,shoulder | hip,antiextension,chronic_shoulder_impingement,,,unreviewed,,,
P1_verify_existing_tags,slide_reverse_lunge,Slide Board Reverse Lunge,external_training,Strength,hip,knee,lunge,post_surgery_knee | chronic_knee_pain,,,unreviewed,,,
P1_verify_existing_tags,spinal_segmented_rolldown,Spinal Segmented Rolldown,external_training,Mobility,lumbar,thoracic | cervical,spinal_articulation,acute_disc_issue,,,unreviewed,,,
P1_verify_existing_tags,sq_split_squat,Split Squat,external_training,Strength,hip,knee,squat_split,acute_knee_pain,acute_knee_pain,,unreviewed,,,
P1_verify_existing_tags,lm_press_standing,Standing Landmine Press,external_training,Strength,shoulder,hip | thoracic,press_vert,acute_shoulder_pain,acute_shoulder_pain,,unreviewed,,,
P1_verify_existing_tags,pushv_standing_ohp,Standing Overhead Press,external_training,Strength,shoulder,lumbar | hip,press_vert_axial,acute_shoulder_pain | acute_low_back_pain | thoracic_extension_severe_restriction,acute_shoulder_pain | acute_low_back_pain | thoracic_extension_severe_restriction,,unreviewed,,,
P1_verify_existing_tags,step_down,Step Down,external_training,Strength,knee,hip | ankle,squat_unilateral,acute_knee_pain,,,unreviewed,,,
P1_verify_existing_tags,thoracic_cars_weighted,Thoracic CARs (Weighted),external_training,Mobility,thoracic,shoulder,cars,acute_thoracic_pain,,,unreviewed,,,
P1_verify_existing_tags,hng_trapbar_deadlift,Trap Bar Deadlift,external_training,Strength,hip,lumbar | knee,hinge_axial,acute_low_back_pain | grip_failure_limits_weight,acute_low_back_pain | grip_failure_limits_weight,,unreviewed,,,
P1_verify_existing_tags,sq_wide_stance_kb_lateral,Wide Stance Kettlebell Lateral Squat (Cossack),external_training,Strength,hip,knee | ankle,squat_lateral,acute_groin_strain | acute_knee_pain,acute_groin_strain | acute_knee_pain,,unreviewed,,,
P1_verify_existing_tags,elbow_eng_bicep_curl_slow,ENG Bicep Curl (Slow Eccentric to Full Extension),full_range,ENG,elbow,,elbow_flexion,Acute bicep tendon pain | Hyperextended elbows (limit extension to just short),,,unreviewed,,,
P1_verify_existing_tags,shoulder_eng_chest_supported_row,ENG Chest-Supported Row (Slow Release to Full Stretch),full_range,ENG,shoulder,,horizontal_pull,Shoulder impingement at end range | Cannot maintain chest contact under fatigue,,,unreviewed,,,
P1_verify_existing_tags,hip_eng_goblet_squat_tempo,ENG Goblet Squat (Slow Eccentric to Full Depth),full_range,ENG,hip,,squat,Cannot hold deep squat passively for 30+ seconds | Acute knee or hip pain at depth | Form collapse at bottom position (regress to heel-elevated or partial depth),,,unreviewed,,,
P1_verify_existing_tags,lumbar_eng_jefferson_curl,ENG Jefferson Curl (Slow Eccentric Spinal Flexion),full_range,ENG,lumbar,,spinal_flexion_loaded,Any acute back pain | Disc pathology | History of disc injury | General population clients - use with extreme caution,,,unreviewed,,,
P1_verify_existing_tags,shoulder_eng_press_slow_lower,ENG Overhead Press (Slow Eccentric to End-Range Flexion),full_range,ENG,shoulder,,vertical_press,Shoulder impingement at end range | Active rotator cuff pathology | Cannot achieve end range passively,,,unreviewed,,,
P1_verify_existing_tags,shoulder_eng_pullup_negative,ENG Pull-Up Negative (Slow Descent to Dead Hang),full_range,ENG,shoulder,,vertical_pull,Acute shoulder pain at top position | Insufficient grip for controlled descent,,,unreviewed,,,
P1_verify_existing_tags,hip_eng_rdl_slow_eccentric,ENG RDL (Slow Eccentric to End Range),full_range,ENG,hip,,hinge,Acute low back pain | Cannot achieve neutral spine at any depth (work patterning first) | Acute hamstring strain,,,unreviewed,,,
P1_verify_existing_tags,hip_eng_reverse_lunge_slow,ENG Reverse Lunge (Slow Descent),full_range,ENG,hip,,split_stance_dynamic,Knee pain at bottom | Balance insufficient for controlled descent,,,unreviewed,,,
P1_verify_existing_tags,scap_eng_row_slow_return,ENG Row (Slow Eccentric with Full Protraction),full_range,ENG,scapular,,horizontal_pull,Acute shoulder impingement at end range | Cannot reach full protraction without compensatory forward lean,,,unreviewed,,,
P1_verify_existing_tags,ankle_eng_calf_raise_slow_lower,ENG Single-Leg Calf Raise (Slow Eccentric to Deep Stretch),full_range,ENG,ankle,,plantarflexion,Acute Achilles tendinopathy | Recent ankle sprain | Balance insufficient (regress to bilateral),,,unreviewed,,,
P1_verify_existing_tags,knee_eng_sissy_squat_tempo,ENG Sissy Squat (Slow Eccentric),full_range,ENG,knee,,knee_flexion_open_chain,Any acute knee pain | Patellar tendonopathy (acute) | Post-surgical knee within 12 months | Cannot tolerate deep knee flexion passively,,,unreviewed,,,
P1_verify_existing_tags,hip_eng_split_squat,ENG Split Squat (Slow Eccentric to Stretch),full_range,ENG,hip,,split_stance,Knee pain at depth | Cannot maintain upright torso (regress to half-kneeling holds first),,,unreviewed,,,
P1_verify_existing_tags,shoulder_eqi_bottom_up_kb_hold,EQI Bottom-Up KB Overhead Hold,full_range,EQI,shoulder,,overhead_stabilization,Cannot stabilize bottom-up KB at all | Shoulder pain at end range | Insufficient grip strength,,,unreviewed,,,
P1_verify_existing_tags,hip_eqi_copenhagen_plank,EQI Copenhagen Plank (Adductor End-Range Hold),full_range,EQI,hip,,lateral_core,Acute adductor strain | Cannot hold a standard side plank | Medial knee pain,,,unreviewed,,,
P1_verify_existing_tags,shoulder_eqi_dead_hang,EQI Dead Hang (Full Shoulder Flexion End Range),full_range,EQI,shoulder,,hanging,Acute shoulder pain overhead | Grip strength insufficient | Acute wrist issues,,,unreviewed,,,
P1_verify_existing_tags,ankle_eqi_deep_squat_ankle_hold,EQI Deep Squat Ankle Dorsiflexion Hold (Knee Past Toes),full_range,EQI,ankle,,dorsiflexion_loaded,Acute ankle pain in DF | Achilles flare,,,unreviewed,,,
P1_verify_existing_tags,hip_eqi_deep_squat_hold,EQI Deep Squat Hold (Loaded),full_range,EQI,hip,,squat,Cannot hold deep squat unloaded for 60s | Knee flare at depth | Cramping in adductors or calves (reduce load or duration),,,unreviewed,,,
P1_verify_existing_tags,wrist_eqi_hanging_finger_stretch,EQI Hanging Wrist Extension (Finger-Only Hang Progression),full_range,EQI,wrist,,wrist_flexor_stretch_loaded,Cannot perform standard dead hang for 30s | Acute wrist pain | Finger joint pathology,,,unreviewed,,,
P1_verify_existing_tags,cervical_eqi_chin_tuck_hold,EQI Loaded Chin Tuck Hold,full_range,EQI,cervical,,cervical_flexion,Acute cervical pain | Cervical radiculopathy | Vertebral artery concerns,,,unreviewed,,,
P1_verify_existing_tags,hip_eqi_single_leg_rdl_hold,EQI Single-Leg RDL End Range Hold,full_range,EQI,hip,,single_leg_hinge,Cannot hold single-leg balance for 20s without weight | Acute low back pain,,,unreviewed,,,
P1_verify_existing_tags,hip_eqi_split_squat_hold,EQI Split Squat Bottom Hold,full_range,EQI,hip,,split_stance,Cannot hold split squat bottom for 15s | Acute knee pain | Front knee collapse,,,unreviewed,,,
P1_verify_existing_tags,knee_eqi_squat_parallel_hold,EQI Squat Parallel Hold (Wall Sit Variant),full_range,EQI,knee,,knee_flexion_closed_chain,Acute knee pain at 90 degrees | Patellofemoral acute flare,,,unreviewed,,,
P1_verify_existing_tags,tspine_eqi_extension_overhead_hold,EQI T-Spine Extension Overhead Hold (Loaded),full_range,EQI,thoracic,,extension,Acute lumbar pain | Cannot achieve overhead position without lumbar arch | Shoulder pain overhead,,,unreviewed,,,
P1_verify_existing_tags,ankle_ks_ankle_rocker,Kinetic Stretch Ankle Rocker (Loaded Forward-Back),full_range,Kinetic_Stretch,ankle,,df_pf_cycle,Acute ankle pain | Balance issues (do in half-kneeling vs standing),,,unreviewed,,,
P1_verify_existing_tags,hip_ks_lateral_lunge_continuous,Kinetic Stretch Continuous Lateral Lunge,full_range,Kinetic_Stretch,hip,,lateral,Cannot hold end-range lateral lunge for 5s | Medial knee pain,,,unreviewed,,,
P1_verify_existing_tags,hip_ks_cossack_squat,Kinetic Stretch Cossack Squat,full_range,Kinetic_Stretch,hip,,lateral,Cannot Cossack bodyweight through full range | Acute knee medial pain | Adductor strain,,,unreviewed,,,
P1_verify_existing_tags,shoulder_ks_crab_reach,Kinetic Stretch Crab Reach (Loaded Thoracic Rotation + Shoulder Extension),full_range,Kinetic_Stretch,shoulder,,spinal_integration,Cannot hold table-top position for 30s | Wrist pain | Acute shoulder or thoracic pain,,,unreviewed,,,
P1_verify_existing_tags,foot_ks_single_leg_balance_dynamic,Kinetic Stretch Dynamic Single-Leg Balance (3D Reach),full_range,Kinetic_Stretch,foot,,balance_stability,Cannot stand on one leg for 20 seconds | Acute ankle/foot pain,,,unreviewed,,,
P1_verify_existing_tags,knee_ks_heel_elevated_goblet,Kinetic Stretch Heel-Elevated Goblet Squat,full_range,Kinetic_Stretch,knee,,quad_dominant_squat,Acute patellofemoral pain | Cannot tolerate deep squat with heel elevation,,,unreviewed,,,
P1_verify_existing_tags,tspine_ks_windmill,Kinetic Stretch KB Windmill,full_range,Kinetic_Stretch,thoracic,,loaded_rotation_extension,Cannot stabilize KB overhead | Acute shoulder or low back pain | Balance issues,,,unreviewed,,,
P1_verify_existing_tags,hip_ks_pigeon_flow_loaded,Kinetic Stretch Pigeon Flow (Loaded),full_range,Kinetic_Stretch,hip,,hip_rotation,Cannot hold basic pigeon for 60s | Acute knee pain | SI joint irritation,,,unreviewed,,,
P1_verify_existing_tags,tspine_ks_rotation_loaded,Kinetic Stretch T-Spine Rotation (Cable),full_range,Kinetic_Stretch,thoracic,,rotation,Acute lumbar pain | Cannot achieve clean T-spine rotation without lumbar compensation,,,unreviewed,,,
